alert_id,row_index,timestamp,source_ip,destination_ip,predicted_class,true_class,confidence,simulated_campaign_id
ALERT-00079,393612,2026-08-12T10:59:02,10.0.120.114,192.168.114.173,PortScan,PortScan,0.9991809015953395,CAMP-0027
ALERT-00076,116997,2026-08-12T10:59:25,10.0.214.1,192.168.78.74,DDoS,DDoS,0.9996845008550181,CAMP-0026
ALERT-00080,422302,2026-08-12T11:01:13,10.0.120.114,192.168.114.173,DoS Hulk,DoS Hulk,0.999386818052278,CAMP-0027
ALERT-00077,13735,2026-08-12T11:02:10,10.0.214.1,192.168.78.74,DDoS,DDoS,0.9995890170163602,CAMP-0026
ALERT-00185,422849,2026-08-12T11:03:15,10.0.156.153,192.168.203.159,DoS Hulk,DoS Hulk,0.9993868162706002,
ALERT-00205,486277,2026-08-12T11:05:01,10.0.155.65,192.168.7.24,DDoS,DDoS,0.9996815113029122,
ALERT-00312,321625,2026-08-12T11:07:14,10.0.54.151,192.168.56.209,DDoS,DDoS,0.9996817204162042,
ALERT-00035,119062,2026-08-12T11:09:17,10.0.192.40,192.168.237.239,DoS Hulk,DoS Hulk,0.9993868168932397,CAMP-0013
ALERT-00317,22403,2026-08-12T11:09:56,10.0.4.92,192.168.203.202,DoS Hulk,DoS Hulk,0.9993868467274779,
ALERT-00036,399803,2026-08-12T11:10:08,10.0.192.40,192.168.237.239,DoS Hulk,DoS Hulk,0.9993868162456832,CAMP-0013
ALERT-00223,390456,2026-08-12T11:10:41,10.0.8.250,192.168.162.156,DoS Hulk,DoS Hulk,0.9993465473407334,
ALERT-00037,16217,2026-08-12T11:11:03,10.0.192.40,192.168.237.239,DDoS,DDoS,0.9996821304157857,CAMP-0013
ALERT-00144,450086,2026-08-12T11:12:37,10.0.152.177,192.168.213.161,DDoS,DDoS,0.9996844969599388,
ALERT-00165,357239,2026-08-12T11:12:52,10.0.24.76,192.168.57.104,DoS Hulk,DoS Hulk,0.9993868177802742,
ALERT-00038,183114,2026-08-12T11:12:58,10.0.192.40,192.168.237.239,DDoS,DDoS,0.9996810714838807,CAMP-0013
ALERT-00258,463100,2026-08-12T11:13:21,10.0.92.96,192.168.111.38,DoS Slowloris,BENIGN,0.41432396214163053,
ALERT-00006,138064,2026-08-12T11:13:24,10.0.239.90,192.168.226.18,DoS Hulk,DoS Hulk,0.9993868186840095,CAMP-0003
ALERT-00135,310353,2026-08-12T11:15:02,10.0.11.194,192.168.8.244,DDoS,DDoS,0.9996845032499062,
ALERT-00007,196405,2026-08-12T11:15:08,10.0.239.90,192.168.226.18,PortScan,PortScan,0.9990407571394568,CAMP-0003
ALERT-00266,505441,2026-08-12T11:16:35,10.0.77.164,192.168.247.109,DoS Hulk,DoS Hulk,0.999386816311945,
ALERT-00274,494508,2026-08-12T11:16:52,10.0.57.163,192.168.49.159,DoS Hulk,DoS Hulk,0.9993868172764679,
ALERT-00215,222346,2026-08-12T11:17:50,10.0.10.117,192.168.23.81,DDoS,DDoS,0.9996844976403526,
ALERT-00262,352760,2026-08-12T11:18:42,10.0.37.60,192.168.119.164,DoS Hulk,BENIGN,0.8850393502510376,
ALERT-00138,238278,2026-08-12T11:19:56,10.0.145.243,192.168.56.120,DoS Hulk,DoS Hulk,0.9993868165566373,
ALERT-00159,228263,2026-08-12T11:21:05,10.0.125.55,192.168.91.205,DoS GoldenEye,DoS GoldenEye,0.9875771634876608,
ALERT-00022,30559,2026-08-12T11:23:03,10.0.198.34,192.168.164.251,Web Attack - XSS,BENIGN,0.31685217952711114,CAMP-0009
ALERT-00289,302640,2026-08-12T11:23:10,10.0.138.32,192.168.117.95,PortScan,PortScan,0.9991787645271529,
ALERT-00023,377231,2026-08-12T11:23:54,10.0.198.34,192.168.164.251,DDoS,DDoS,0.9996810713698756,CAMP-0009
ALERT-00288,17386,2026-08-12T11:24:25,10.0.24.203,192.168.102.4,DDoS,DDoS,0.9996844976290952,
ALERT-00195,43659,2026-08-12T11:24:28,10.0.19.176,192.168.60.237,DDoS,DDoS,0.9996844972833793,
ALERT-00248,155376,2026-08-12T11:24:44,10.0.249.40,192.168.20.121,Botnet,Botnet,0.9998984412359725,
ALERT-00318,50573,2026-08-12T11:24:55,10.0.151.83,192.168.5.45,DoS Hulk,DoS Hulk,0.9993868446819283,
ALERT-00050,41065,2026-08-12T11:24:58,10.0.46.149,192.168.247.252,DoS Hulk,DoS Hulk,0.9993868148767449,CAMP-0019
ALERT-00051,68434,2026-08-12T11:25:17,10.0.46.149,192.168.247.252,DoS Hulk,DoS Hulk,0.9993868541840717,CAMP-0019
ALERT-00052,104288,2026-08-12T11:25:54,10.0.46.149,192.168.247.252,DoS GoldenEye,DoS GoldenEye,0.9875732970737802,CAMP-0019
ALERT-00233,111732,2026-08-12T11:25:54,10.0.88.240,192.168.202.130,PortScan,PortScan,0.9990318357730521,
ALERT-00024,75282,2026-08-12T11:25:57,10.0.198.34,192.168.164.251,DoS Hulk,DoS Hulk,0.9993868145369915,CAMP-0009
ALERT-00207,323080,2026-08-12T11:27:11,10.0.151.244,192.168.6.196,DoS Hulk,DoS Hulk,0.9993868164172321,
ALERT-00168,214865,2026-08-12T11:27:57,10.0.85.91,192.168.180.117,DDoS,DDoS,0.9996676780347942,
ALERT-00122,454905,2026-08-12T11:29:03,10.0.230.57,192.168.125.57,DoS Hulk,DoS Hulk,0.9993868181117315,
ALERT-00175,142469,2026-08-12T11:29:48,10.0.4.182,192.168.137.33,PortScan,PortScan,0.9990362804480333,
ALERT-00160,431317,2026-08-12T11:30:52,10.0.88.72,192.168.226.153,SSH-Patator,SSH-Patator,0.9999221146636421,
ALERT-00171,282592,2026-08-12T11:31:00,10.0.50.56,192.168.190.124,DDoS,DDoS,0.9996818029347635,
ALERT-00020,308065,2026-08-12T11:31:06,10.0.24.163,192.168.109.213,DoS Hulk,DoS Hulk,0.9993871582015735,CAMP-0008
ALERT-00021,301119,2026-08-12T11:31:27,10.0.24.163,192.168.109.213,PortScan,PortScan,0.9991814402260262,CAMP-0008
ALERT-00209,322377,2026-08-12T11:31:54,10.0.121.133,192.168.167.114,DoS Hulk,DoS Hulk,0.9993868141722339,
ALERT-00045,441069,2026-08-12T11:32:09,10.0.169.50,192.168.103.85,DoS Hulk,DoS Hulk,0.9993868193912854,CAMP-0017
ALERT-00046,489387,2026-08-12T11:32:36,10.0.169.50,192.168.103.85,DoS Hulk,DoS Hulk,0.9993868147267952,CAMP-0017
ALERT-00301,99721,2026-08-12T11:32:46,10.0.158.105,192.168.241.244,PortScan,PortScan,0.9991757470960895,
ALERT-00178,219741,2026-08-12T11:35:17,10.0.27.224,192.168.4.147,DDoS,DDoS,0.9996844963715414,
ALERT-00272,357975,2026-08-12T11:36:18,10.0.234.156,192.168.191.128,PortScan,PortScan,0.9990003129554046,
ALERT-00253,204672,2026-08-12T11:36:56,10.0.61.162,192.168.176.236,DDoS,DDoS,0.9996823614413094,
ALERT-00221,187185,2026-08-12T11:37:18,10.0.53.69,192.168.141.34,PortScan,PortScan,0.9990324064665019,
ALERT-00193,337065,2026-08-12T11:37:20,10.0.121.75,192.168.9.60,DoS Hulk,DoS Hulk,0.999386847820961,
ALERT-00213,96302,2026-08-12T11:37:24,10.0.85.106,192.168.178.127,PortScan,PortScan,0.9991911528221373,
ALERT-00200,332353,2026-08-12T11:37:37,10.0.153.192,192.168.212.146,PortScan,PortScan,0.9989731272743507,
ALERT-00176,163432,2026-08-12T11:39:32,10.0.12.250,192.168.14.142,DDoS,DDoS,0.9996845034875673,
ALERT-00257,401901,2026-08-12T11:40:13,10.0.12.84,192.168.204.15,PortScan,PortScan,0.9991792519338727,
ALERT-00279,63303,2026-08-12T11:41:10,10.0.188.34,192.168.24.233,Botnet,BENIGN,0.999880667985034,
ALERT-00269,89250,2026-08-12T11:41:14,10.0.147.92,192.168.148.76,DoS Hulk,DoS Hulk,0.9993868721516413,
ALERT-00066,402518,2026-08-12T11:41:28,10.0.105.84,192.168.104.179,DDoS,DDoS,0.9996813746759229,CAMP-0024
ALERT-00234,37313,2026-08-12T11:43:03,10.0.211.1,192.168.73.186,DoS Hulk,DoS Hulk,0.999386824775931,
ALERT-00010,297686,2026-08-12T11:43:30,10.0.3.171,192.168.210.142,DoS Hulk,DoS Hulk,0.9993868888333414,CAMP-0005
ALERT-00067,494939,2026-08-12T11:43:59,10.0.105.84,192.168.104.179,DoS Hulk,DoS Hulk,0.9993867398113794,CAMP-0024
ALERT-00068,487882,2026-08-12T11:44:41,10.0.105.84,192.168.104.179,DDoS,DDoS,0.9996819372510496,CAMP-0024
ALERT-00294,201316,2026-08-12T11:45:02,10.0.163.211,192.168.119.233,DoS Hulk,DoS Hulk,0.9993868146964978,
ALERT-00174,12463,2026-08-12T11:45:04,10.0.76.59,192.168.93.46,DoS Hulk,DoS Hulk,0.9993926134429274,
ALERT-00008,3887,2026-08-12T11:45:12,10.0.113.214,192.168.140.181,PortScan,PortScan,0.9991761764172673,CAMP-0004
ALERT-00069,160392,2026-08-12T11:45:40,10.0.105.84,192.168.104.179,DoS Hulk,DoS Hulk,0.9993869284763426,CAMP-0024
ALERT-00183,295982,2026-08-12T11:45:56,10.0.39.39,192.168.208.145,Web Attack - XSS,BENIGN,0.6101811761725514,
ALERT-00201,97641,2026-08-12T11:46:04,10.0.113.32,192.168.120.177,DoS Hulk,DoS Hulk,0.999386815177057,
ALERT-00011,204763,2026-08-12T11:46:29,10.0.3.171,192.168.210.142,PortScan,PortScan,0.9991870432905401,CAMP-0005
ALERT-00043,166645,2026-08-12T11:46:40,10.0.210.236,192.168.118.90,DoS Hulk,DoS Hulk,0.9993868149276769,CAMP-0016
ALERT-00012,1114,2026-08-12T11:47:05,10.0.3.171,192.168.210.142,DDoS,DDoS,0.9996817292798349,CAMP-0005
ALERT-00044,255063,2026-08-12T11:47:48,10.0.210.236,192.168.118.90,DoS Hulk,DoS Hulk,0.9993868147031971,CAMP-0016
ALERT-00013,22800,2026-08-12T11:47:49,10.0.3.171,192.168.210.142,DoS Hulk,DoS Hulk,0.9994266975082575,CAMP-0005
ALERT-00009,417160,2026-08-12T11:47:58,10.0.113.214,192.168.140.181,DoS Hulk,DoS Hulk,0.999386817789824,CAMP-0004
ALERT-00199,252946,2026-08-12T11:47:59,10.0.19.16,192.168.43.203,PortScan,PortScan,0.9990308914496625,
ALERT-00277,218439,2026-08-12T11:48:43,10.0.232.161,192.168.166.11,DoS Hulk,DoS Hulk,0.999386816006057,
ALERT-00335,261143,2026-08-12T11:50:41,10.0.103.107,192.168.187.25,DoS Hulk,DoS Hulk,0.9993868276323828,
ALERT-00001,343814,2026-08-12T11:52:40,10.0.172.166,192.168.77.118,PortScan,PortScan,0.9991812645126662,CAMP-0001
ALERT-00002,345216,2026-08-12T11:53:08,10.0.172.166,192.168.77.118,DDoS,DDoS,0.9996845034860845,CAMP-0001
ALERT-00204,299663,2026-08-12T11:56:01,10.0.11.228,192.168.111.189,FTP-Patator,FTP-Patator,0.9996980916464666,
ALERT-00329,160753,2026-08-12T11:57:35,10.0.163.150,192.168.141.183,DDoS,DDoS,0.9996822186748177,
ALERT-00292,446195,2026-08-12T11:59:08,10.0.159.227,192.168.242.144,DDoS,DDoS,0.9996844930351906,
ALERT-00244,384419,2026-08-12T12:01:18,10.0.33.129,192.168.248.152,PortScan,PortScan,0.9991836274177012,
ALERT-00309,181301,2026-08-12T12:02:08,10.0.249.6,192.168.13.202,DoS Hulk,DoS Hulk,0.9993868145999258,
ALERT-00111,370401,2026-08-12T12:03:25,10.0.183.74,192.168.61.70,DoS Hulk,DoS Hulk,0.9993868162726474,CAMP-0037
ALERT-00123,121113,2026-08-12T12:03:34,10.0.112.125,192.168.8.100,DDoS,DDoS,0.9996844953820266,
ALERT-00157,415497,2026-08-12T12:03:43,10.0.146.157,192.168.172.98,PortScan,PortScan,0.9990396315418442,
ALERT-00112,474969,2026-08-12T12:04:56,10.0.183.74,192.168.61.70,DoS Hulk,DoS Hulk,0.9993868146945156,CAMP-0037
ALERT-00284,25447,2026-08-12T12:04:59,10.0.248.207,192.168.76.192,DoS Hulk,DoS Hulk,0.9993868189722876,
ALERT-00133,383216,2026-08-12T12:11:07,10.0.192.139,192.168.14.244,PortScan,PortScan,0.9989680789970136,
ALERT-00119,292087,2026-08-12T12:12:06,10.0.98.123,192.168.2.242,PortScan,PortScan,0.9991841635521379,
ALERT-00273,437673,2026-08-12T12:12:24,10.0.199.205,192.168.59.156,DoS Hulk,DoS Hulk,0.9993868185040173,
ALERT-00033,23713,2026-08-12T12:13:09,10.0.175.64,192.168.171.27,DDoS,DDoS,0.9996845018667092,CAMP-0012
ALERT-00034,282064,2026-08-12T12:15:42,10.0.175.64,192.168.171.27,DDoS,DDoS,0.9996803781871222,CAMP-0012
ALERT-00303,63943,2026-08-12T12:18:04,10.0.114.244,192.168.61.219,PortScan,PortScan,0.9991912848714002,
ALERT-00278,481734,2026-08-12T12:19:15,10.0.202.113,192.168.9.149,DDoS,DDoS,0.9996845026637876,
ALERT-00287,89215,2026-08-12T12:19:45,10.0.248.217,192.168.206.143,DoS Hulk,DoS Hulk,0.9993868138706766,
ALERT-00281,56130,2026-08-12T12:19:48,10.0.34.202,192.168.139.225,DoS GoldenEye,DoS GoldenEye,0.9546826699005821,
ALERT-00290,496473,2026-08-12T12:22:52,10.0.150.98,192.168.211.164,DDoS,DDoS,0.9996810434366267,
ALERT-00339,122005,2026-08-12T12:23:30,10.0.111.25,192.168.191.190,DDoS,DDoS,0.9996845025773125,
ALERT-00336,371327,2026-08-12T12:24:25,10.0.110.81,192.168.171.66,PortScan,PortScan,0.999179398250864,
ALERT-00142,50173,2026-08-12T12:24:58,10.0.238.80,192.168.148.174,PortScan,PortScan,0.9991830420022947,
ALERT-00130,501188,2026-08-12T12:27:03,10.0.117.84,192.168.87.195,DDoS,DDoS,0.9996845026664581,
